Model      | Query ID   | Doc ID     | Title                                                        | Query                                             
VSM        | 149        | 822        | effects of imperfections on buckling of thin cylinders and   | what are the effects of initial imperfections...  
VSM        | 149        | 1122       | on the role of initial imperfections in plastic buckling o   | what are the effects of initial imperfections...  
VSM        | 149        | 741        | the behaviour of thin cylindrical shells after buckling un   | what are the effects of initial imperfections...  
VSM        | 149        | 760        | inelastic buckling of initially imperfect cylindrical shel   | what are the effects of initial imperfections...  
VSM        | 149        | 1171       | the stability under axial compression and lateral pressure   | what are the effects of initial imperfections...  
VSM        | 149        | 739        | the buckling of thin cylindrical shells under axial compre   | what are the effects of initial imperfections...  
VSM        | 149        | 1126       | an engineer's conceptual approach to the buckling of cylin   | what are the effects of initial imperfections...  
VSM        | 149        | 897        | some results on buckling and postbuckling of cylindrical s   | what are the effects of initial imperfections...  
VSM        | 149        | 743        | new developments in the nonlinear theories of the buckling   | what are the effects of initial imperfections...  
VSM        | 149        | 1013       | principles of creep buckling weight-strength analysis .      | what are the effects of initial imperfections...  
LM         | 149        | 1122       | on the role of initial imperfections in plastic buckling o   | what are the effects of initial imperfections...  
LM         | 149        | 822        | effects of imperfections on buckling of thin cylinders and   | what are the effects of initial imperfections...  
LM         | 149        | 760        | inelastic buckling of initially imperfect cylindrical shel   | what are the effects of initial imperfections...  
LM         | 149        | 739        | the buckling of thin cylindrical shells under axial compre   | what are the effects of initial imperfections...  
LM         | 149        | 1068       | instability analysis of cylindrical shells under hydrostat   | what are the effects of initial imperfections...  
LM         | 149        | 1051       | the stability of thin-walled unstiffened circular cylinder   | what are the effects of initial imperfections...  
LM         | 149        | 1171       | the stability under axial compression and lateral pressure   | what are the effects of initial imperfections...  
LM         | 149        | 741        | the behaviour of thin cylindrical shells after buckling un   | what are the effects of initial imperfections...  
LM         | 149        | 1126       | an engineer's conceptual approach to the buckling of cylin   | what are the effects of initial imperfections...  
LM         | 149        | 928        | a new theory for the buckling of thin cylinders under axia   | what are the effects of initial imperfections...  
VSM        | 150        | 817        | loading paths and the incremental stress law .               | why does the incremental theory and the defor...  
VSM        | 150        | 820        | theories of plastic buckling .                               | why does the incremental theory and the defor...  
VSM        | 150        | 1119       | plastic stability theory of thin shells .                    | why does the incremental theory and the defor...  
VSM        | 150        | 819        | stresses in the plastic range around a normally loaded cir   | why does the incremental theory and the defor...  
VSM        | 150        | 823        | plastic torsional buckling strength of cylinders including   | why does the incremental theory and the defor...  
VSM        | 150        | 825        | inelastic instability and incremental theories of plastici   | why does the incremental theory and the defor...  
VSM        | 150        | 818        | a quantitative comparison of flow and deformation theories   | why does the incremental theory and the defor...  
VSM        | 150        | 826        | small bending and stretching of sandwich type shells .       | why does the incremental theory and the defor...  
VSM        | 150        | 760        | inelastic buckling of initially imperfect cylindrical shel   | why does the incremental theory and the defor...  
VSM        | 150        | 837        | inelastic behaviour of structures subjected to cyclic ther   | why does the incremental theory and the defor...  
LM         | 150        | 819        | stresses in the plastic range around a normally loaded cir   | why does the incremental theory and the defor...  
LM         | 150        | 817        | loading paths and the incremental stress law .               | why does the incremental theory and the defor...  
LM         | 150        | 1119       | plastic stability theory of thin shells .                    | why does the incremental theory and the defor...  
LM         | 150        | 820        | theories of plastic buckling .                               | why does the incremental theory and the defor...  
LM         | 150        | 760        | inelastic buckling of initially imperfect cylindrical shel   | why does the incremental theory and the defor...  
LM         | 150        | 823        | plastic torsional buckling strength of cylinders including   | why does the incremental theory and the defor...  
LM         | 150        | 826        | small bending and stretching of sandwich type shells .       | why does the incremental theory and the defor...  
LM         | 150        | 825        | inelastic instability and incremental theories of plastici   | why does the incremental theory and the defor...  
LM         | 150        | 837        | inelastic behaviour of structures subjected to cyclic ther   | why does the incremental theory and the defor...  
LM         | 150        | 818        | a quantitative comparison of flow and deformation theories   | why does the incremental theory and the defor...  
VSM        | 152        | 910        | natural frequencies of continuous beams of uniform span le   | basic dynamic characteristics of structures c...  
VSM        | 152        | 728        | free vibrations of continuous skin stringer panels .         | basic dynamic characteristics of structures c...  
VSM        | 152        | 516        | free-flight measurements of the dynamic longitudinal stabi   | basic dynamic characteristics of structures c...  
VSM        | 152        | 1001       | wind tunnel investigation of the static and dynamic stabil   | basic dynamic characteristics of structures c...  
VSM        | 152        | 660        | the fundamental solution for small steady three dimensiona   | basic dynamic characteristics of structures c...  
VSM        | 152        | 1007       | free-flight measurements of the static and dynamic .         | basic dynamic characteristics of structures c...  
VSM        | 152        | 862        | the phenomenon of change in buckle pattern in elastic stru   | basic dynamic characteristics of structures c...  
VSM        | 152        | 729        | stresses in continuous skin stiffener panels under random    | basic dynamic characteristics of structures c...  
VSM        | 152        | 834        | limit design for economical missile structures .             | basic dynamic characteristics of structures c...  
VSM        | 152        | 286        | effect of roll on dynamic instability of symmetric missile   | basic dynamic characteristics of structures c...  
LM         | 152        | 910        | natural frequencies of continuous beams of uniform span le   | basic dynamic characteristics of structures c...  
LM         | 152        | 729        | stresses in continuous skin stiffener panels under random    | basic dynamic characteristics of structures c...  
LM         | 152        | 1007       | free-flight measurements of the static and dynamic .         | basic dynamic characteristics of structures c...  
LM         | 152        | 516        | free-flight measurements of the dynamic longitudinal stabi   | basic dynamic characteristics of structures c...  
LM         | 152        | 913        | vibrations of beams on many supports .                       | basic dynamic characteristics of structures c...  
LM         | 152        | 720        | a note on the use of sandwich structures in severe acousti   | basic dynamic characteristics of structures c...  
LM         | 152        | 1092       | wing-nacelle-propeller interference for wings of various s   | basic dynamic characteristics of structures c...  
LM         | 152        | 1331       | calculated responses of a large sweptwing airplane to cont   | basic dynamic characteristics of structures c...  
LM         | 152        | 1001       | wind tunnel investigation of the static and dynamic stabil   | basic dynamic characteristics of structures c...  
LM         | 152        | 1006       | free-flight measurements of the static and dynamic .         | basic dynamic characteristics of structures c...  
VSM        | 153        | 761        | buckling of sandwich under normal pressure .                 | is the information on the buckling of sandwic...  
VSM        | 153        | 1048       | a small deflection theory for curved sandwich plates .       | is the information on the buckling of sandwic...  
VSM        | 153        | 770        | the flow of a compressible fluid past a sphere .             | is the information on the buckling of sandwic...  
VSM        | 153        | 1050       | compressive buckling of simply supported curved plates and   | is the information on the buckling of sandwic...  
VSM        | 153        | 720        | a note on the use of sandwich structures in severe acousti   | is the information on the buckling of sandwic...  
VSM        | 153        | 1127       | the buckling of sandwich type panels .                       | is the information on the buckling of sandwic...  
VSM        | 153        | 1049       | elastic constants for corrugated core sandwich plates .      | is the information on the buckling of sandwic...  
VSM        | 153        | 669        | subsonic potential flow past a sphere inside a cylindrical   | is the information on the buckling of sandwic...  
VSM        | 153        | 1369       | steady motion of a sphere., oseen's criticism and solution   | is the information on the buckling of sandwic...  
VSM        | 153        | 1214       | the drag of elongated bodies over a wide reynolds number r   | is the information on the buckling of sandwic...  
LM         | 153        | 761        | buckling of sandwich under normal pressure .                 | is the information on the buckling of sandwic...  
LM         | 153        | 1214       | the drag of elongated bodies over a wide reynolds number r   | is the information on the buckling of sandwic...  
LM         | 153        | 1127       | the buckling of sandwich type panels .                       | is the information on the buckling of sandwic...  
LM         | 153        | 1050       | compressive buckling of simply supported curved plates and   | is the information on the buckling of sandwic...  
LM         | 153        | 251        | a collection of longitudinal stability derivatives of wing   | is the information on the buckling of sandwic...  
LM         | 153        | 96         | review of published data on the effect of roughness on tra   | is the information on the buckling of sandwic...  
LM         | 153        | 1048       | a small deflection theory for curved sandwich plates .       | is the information on the buckling of sandwic...  
LM         | 153        | 906        | review of the pitot tube .                                   | is the information on the buckling of sandwic...  
LM         | 153        | 1126       | an engineer's conceptual approach to the buckling of cylin   | is the information on the buckling of sandwic...  
LM         | 153        | 951        | a unified theory of creep buckling under normal loads .      | is the information on the buckling of sandwic...  
VSM        | 154        | 762        | allowable axial loads and bending moments for inelastic st   | can the load deformation characteristics of a...  
VSM        | 154        | 644        | a study of the cantilever square plate subjected to a unif   | can the load deformation characteristics of a...  
VSM        | 154        | 29         | a simple model study of transient temperature and thermal    | can the load deformation characteristics of a...  
VSM        | 154        | 744        | lower buckling load in the non-linear buckling theory of t   | can the load deformation characteristics of a...  
VSM        | 154        | 462        | photo-thermoelasticity .                                     | can the load deformation characteristics of a...  
VSM        | 154        | 1024       | note on creep buckling of columns .                          | can the load deformation characteristics of a...  
VSM        | 154        | 1055       | non-linear bending and buckling of circular plates .         | can the load deformation characteristics of a...  
VSM        | 154        | 821        | inelastic column theory .                                    | can the load deformation characteristics of a...  
VSM        | 154        | 1316       | temperature measurements of shock-waves by spectrum-line r   | can the load deformation characteristics of a...  
VSM        | 154        | 760        | inelastic buckling of initially imperfect cylindrical shel   | can the load deformation characteristics of a...  
LM         | 154        | 762        | allowable axial loads and bending moments for inelastic st   | can the load deformation characteristics of a...  
LM         | 154        | 1024       | note on creep buckling of columns .                          | can the load deformation characteristics of a...  
LM         | 154        | 1294       | non-linear shallow shell analysis by the matrix force meth   | can the load deformation characteristics of a...  
LM         | 154        | 1019       | note on creep buckling of columns .                          | can the load deformation characteristics of a...  
LM         | 154        | 241        | laminar mixing of a non-uniform stream with a fluid at res   | can the load deformation characteristics of a...  
LM         | 154        | 462        | photo-thermoelasticity .                                     | can the load deformation characteristics of a...  
LM         | 154        | 837        | inelastic behaviour of structures subjected to cyclic ther   | can the load deformation characteristics of a...  
LM         | 154        | 1042       | on transverse vibrations of thin, shallow elastic shells .   | can the load deformation characteristics of a...  
LM         | 154        | 821        | inelastic column theory .                                    | can the load deformation characteristics of a...  
LM         | 154        | 744        | lower buckling load in the non-linear buckling theory of t   | can the load deformation characteristics of a...  
VSM        | 155        | 848        | the effect of an internal compressible fluid column on the   | what is the effect of an internal liquid colu...  
VSM        | 155        | 764        | breathing vibrations of a circular shell with an internal    | what is the effect of an internal liquid colu...  
VSM        | 155        | 847        | experimental study of the vibrations of a circular cylindr   | what is the effect of an internal liquid colu...  
VSM        | 155        | 1019       | note on creep buckling of columns .                          | what is the effect of an internal liquid colu...  
VSM        | 155        | 890        | comments on 'thermal buckling of clamped cylindrical shell   | what is the effect of an internal liquid colu...  
VSM        | 155        | 763        | effects of internal pressure on the buckling of circular-c   | what is the effect of an internal liquid colu...  
VSM        | 155        | 953        | vibrations of infinitely long cylindrical shells under ini   | what is the effect of an internal liquid colu...  
VSM        | 155        | 740        | the behaviour of a cylindrical shell under axial compressi   | what is the effect of an internal liquid colu...  
VSM        | 155        | 821        | inelastic column theory .                                    | what is the effect of an internal liquid colu...  
VSM        | 155        | 846        | on the vibration of thin cylindrical shells under internal   | what is the effect of an internal liquid colu...  
LM         | 155        | 848        | the effect of an internal compressible fluid column on the   | what is the effect of an internal liquid colu...  
LM         | 155        | 764        | breathing vibrations of a circular shell with an internal    | what is the effect of an internal liquid colu...  
LM         | 155        | 847        | experimental study of the vibrations of a circular cylindr   | what is the effect of an internal liquid colu...  
LM         | 155        | 953        | vibrations of infinitely long cylindrical shells under ini   | what is the effect of an internal liquid colu...  
LM         | 155        | 117        | the motion of a viscous liquid past a paraboloid .           | what is the effect of an internal liquid colu...  
LM         | 155        | 1126       | an engineer's conceptual approach to the buckling of cylin   | what is the effect of an internal liquid colu...  
LM         | 155        | 1068       | instability analysis of cylindrical shells under hydrostat   | what is the effect of an internal liquid colu...  
LM         | 155        | 42         | the gyroscopic effect of a rigid rotating propeller on eng   | what is the effect of an internal liquid colu...  
LM         | 155        | 763        | effects of internal pressure on the buckling of circular-c   | what is the effect of an internal liquid colu...  
LM         | 155        | 1037       | on transverse vibrations of thin, shallow elastic shells .   | what is the effect of an internal liquid colu...  
VSM        | 156        | 908        | random vibration .                                           | experimental techniques in shell vibration .      
VSM        | 156        | 764        | breathing vibrations of a circular shell with an internal    | experimental techniques in shell vibration .      
VSM        | 156        | 890        | comments on 'thermal buckling of clamped cylindrical shell   | experimental techniques in shell vibration .      
VSM        | 156        | 847        | experimental study of the vibrations of a circular cylindr   | experimental techniques in shell vibration .      
VSM        | 156        | 594        | wind tunnel techniques for the measurements of oscillatory   | experimental techniques in shell vibration .      
VSM        | 156        | 1129       | general instability of a ring stiffened circular cylindric   | experimental techniques in shell vibration .      
VSM        | 156        | 848        | the effect of an internal compressible fluid column on the   | experimental techniques in shell vibration .      
VSM        | 156        | 844        | flexural vibrations of the walls of thin cylindrical shell   | experimental techniques in shell vibration .      
VSM        | 156        | 740        | the behaviour of a cylindrical shell under axial compressi   | experimental techniques in shell vibration .      
VSM        | 156        | 100        | vibration isolation of aircraft power plants .               | experimental techniques in shell vibration .      
LM         | 156        | 764        | breathing vibrations of a circular shell with an internal    | experimental techniques in shell vibration .      
LM         | 156        | 42         | the gyroscopic effect of a rigid rotating propeller on eng   | experimental techniques in shell vibration .      
LM         | 156        | 552        | chemical kinetics of high temperature air .                  | experimental techniques in shell vibration .      
LM         | 156        | 878        | experimental model techniques and equipment for flutter in   | experimental techniques in shell vibration .      
LM         | 156        | 594        | wind tunnel techniques for the measurements of oscillatory   | experimental techniques in shell vibration .      
LM         | 156        | 847        | experimental study of the vibrations of a circular cylindr   | experimental techniques in shell vibration .      
LM         | 156        | 908        | random vibration .                                           | experimental techniques in shell vibration .      
LM         | 156        | 844        | flexural vibrations of the walls of thin cylindrical shell   | experimental techniques in shell vibration .      
LM         | 156        | 846        | on the vibration of thin cylindrical shells under internal   | experimental techniques in shell vibration .      
LM         | 156        | 1161       | stagnation point heat transfer measurements in dissociated   | experimental techniques in shell vibration .      
VSM        | 157        | 640        | the design of structures to resist jet noise fatigue .       | in summarizing theoretical and experimental w...  
VSM        | 157        | 725        | the response of a typical aircraft structure to jet noise    | in summarizing theoretical and experimental w...  
VSM        | 157        | 909        | the effect of jet noise on aircraft structures .             | in summarizing theoretical and experimental w...  
VSM        | 157        | 883        | correlated fatigue data for aircraft structural joints .     | in summarizing theoretical and experimental w...  
VSM        | 157        | 209        | boundary layer induced noise in the interior of aircraft .   | in summarizing theoretical and experimental w...  
VSM        | 157        | 911        | experimental study of the random vibrations of an aircraft   | in summarizing theoretical and experimental w...  
VSM        | 157        | 1279       | sublimation in a hypersonic environment .                    | in summarizing theoretical and experimental w...  
VSM        | 157        | 415        | the aerodynamic design of section shapes for swept wings .   | in summarizing theoretical and experimental w...  
VSM        | 157        | 811        | an investigation of lifting effects on the intensity of so   | in summarizing theoretical and experimental w...  
VSM        | 157        | 51         | theory of aircraft structural models subjected to aerodyna   | in summarizing theoretical and experimental w...  
LM         | 157        | 640        | the design of structures to resist jet noise fatigue .       | in summarizing theoretical and experimental w...  
LM         | 157        | 725        | the response of a typical aircraft structure to jet noise    | in summarizing theoretical and experimental w...  
LM         | 157        | 909        | the effect of jet noise on aircraft structures .             | in summarizing theoretical and experimental w...  
LM         | 157        | 883        | correlated fatigue data for aircraft structural joints .     | in summarizing theoretical and experimental w...  
LM         | 157        | 29         | a simple model study of transient temperature and thermal    | in summarizing theoretical and experimental w...  
LM         | 157        | 1039       | on transverse vibrations of thin, shallow elastic shells .   | in summarizing theoretical and experimental w...  
LM         | 157        | 724        | structural acoustic proof testing .                          | in summarizing theoretical and experimental w...  
LM         | 157        | 345        | the interaction of shock waves with boundary layer on a fl   | in summarizing theoretical and experimental w...  
LM         | 157        | 658        | review of panel flutter and effects of aerodynamic noise p   | in summarizing theoretical and experimental w...  
LM         | 157        | 220        | a general purpose analogue correlator for the analysis of    | in summarizing theoretical and experimental w...  
VSM        | 158        | 75         | studies of structural failure due to acoustic loading .      | what data is there on the fatigue of structur...  
VSM        | 158        | 720        | a note on the use of sandwich structures in severe acousti   | what data is there on the fatigue of structur...  
VSM        | 158        | 726        | on structural fatigue under random loading .                 | what data is there on the fatigue of structur...  
VSM        | 158        | 768        | formulae for use with the fatigue load meter in the assess   | what data is there on the fatigue of structur...  
VSM        | 158        | 883        | correlated fatigue data for aircraft structural joints .     | what data is there on the fatigue of structur...  
VSM        | 158        | 727        | a study of the acoustic fatigue characteristics of some fl   | what data is there on the fatigue of structur...  
VSM        | 158        | 884        | the estimation of fatigue damage on structural elements .    | what data is there on the fatigue of structur...  
VSM        | 158        | 909        | the effect of jet noise on aircraft structures .             | what data is there on the fatigue of structur...  
VSM        | 158        | 1244       | on the aerodynamic noise of a turbulent jet .                | what data is there on the fatigue of structur...  
VSM        | 158        | 866        | regularities in creep and hot fatigue data .                 | what data is there on the fatigue of structur...  
LM         | 158        | 75         | studies of structural failure due to acoustic loading .      | what data is there on the fatigue of structur...  
LM         | 158        | 720        | a note on the use of sandwich structures in severe acousti   | what data is there on the fatigue of structur...  
LM         | 158        | 724        | structural acoustic proof testing .                          | what data is there on the fatigue of structur...  
LM         | 158        | 726        | on structural fatigue under random loading .                 | what data is there on the fatigue of structur...  
LM         | 158        | 727        | a study of the acoustic fatigue characteristics of some fl   | what data is there on the fatigue of structur...  
LM         | 158        | 881        | cumulative damage in fatigue .                               | what data is there on the fatigue of structur...  
LM         | 158        | 884        | the estimation of fatigue damage on structural elements .    | what data is there on the fatigue of structur...  
LM         | 158        | 909        | the effect of jet noise on aircraft structures .             | what data is there on the fatigue of structur...  
LM         | 158        | 951        | a unified theory of creep buckling under normal loads .      | what data is there on the fatigue of structur...  
LM         | 158        | 723        | on the fatigue failure of structures due to vibrations exc   | what data is there on the fatigue of structur...  
VSM        | 160        | 1008       | free-flight measurements of the static and dynamic .         | panels subjected to aerodynamic heating .         
VSM        | 160        | 31         | thermal buckling of supersonic wing panels .                 | panels subjected to aerodynamic heating .         
VSM        | 160        | 859        | flutter of aerodynamically heated aluminium-alloy and stai   | panels subjected to aerodynamic heating .         
VSM        | 160        | 864        | status of flutter of flat and curved panels .                | panels subjected to aerodynamic heating .         
VSM        | 160        | 51         | theory of aircraft structural models subjected to aerodyna   | panels subjected to aerodynamic heating .         
VSM        | 160        | 856        | some experimental studies of panel flutter at mach 1 .3.     | panels subjected to aerodynamic heating .         
VSM        | 160        | 711        | an investigation at subsonic speeds of aerodynamic charact   | panels subjected to aerodynamic heating .         
VSM        | 160        | 158        | temperature charts for induction and constant temperature    | panels subjected to aerodynamic heating .         
VSM        | 160        | 982        | the temperature history in a thick skin subjected to lamin   | panels subjected to aerodynamic heating .         
VSM        | 160        | 627        | flutter analysis of circular panels .                        | panels subjected to aerodynamic heating .         
LM         | 160        | 51         | theory of aircraft structural models subjected to aerodyna   | panels subjected to aerodynamic heating .         
LM         | 160        | 859        | flutter of aerodynamically heated aluminium-alloy and stai   | panels subjected to aerodynamic heating .         
LM         | 160        | 711        | an investigation at subsonic speeds of aerodynamic charact   | panels subjected to aerodynamic heating .         
LM         | 160        | 391        | flutter of rectangular simply supported panels at high sup   | panels subjected to aerodynamic heating .         
LM         | 160        | 5          | one-dimensional transient heat conduction into a double-la   | panels subjected to aerodynamic heating .         
LM         | 160        | 982        | the temperature history in a thick skin subjected to lamin   | panels subjected to aerodynamic heating .         
LM         | 160        | 1008       | free-flight measurements of the static and dynamic .         | panels subjected to aerodynamic heating .         
LM         | 160        | 627        | flutter analysis of circular panels .                        | panels subjected to aerodynamic heating .         
LM         | 160        | 31         | thermal buckling of supersonic wing panels .                 | panels subjected to aerodynamic heating .         
LM         | 160        | 29         | a simple model study of transient temperature and thermal    | panels subjected to aerodynamic heating .         
VSM        | 161        | 957        | axisymmetric snap buckling of conical shells .               | can increasing the edge loading of a plate be...  
VSM        | 161        | 1013       | principles of creep buckling weight-strength analysis .      | can increasing the edge loading of a plate be...  
VSM        | 161        | 761        | buckling of sandwich under normal pressure .                 | can increasing the edge loading of a plate be...  
VSM        | 161        | 1131       | the effect of axial constraint on the instability of thin    | can increasing the edge loading of a plate be...  
VSM        | 161        | 642        | the buckling strength of a uniform circular cylinder loade   | can increasing the edge loading of a plate be...  
VSM        | 161        | 400        | buckling stress of clamped rectangular plates in shear .     | can increasing the edge loading of a plate be...  
VSM        | 161        | 897        | some results on buckling and postbuckling of cylindrical s   | can increasing the edge loading of a plate be...  
VSM        | 161        | 888        | combinations of temperature and axial compression required   | can increasing the edge loading of a plate be...  
VSM        | 161        | 1020       | note on creep buckling of columns .                          | can increasing the edge loading of a plate be...  
VSM        | 161        | 760        | inelastic buckling of initially imperfect cylindrical shel   | can increasing the edge loading of a plate be...  
LM         | 161        | 1117       | stability of orthotropic cylindrical shells under combined   | can increasing the edge loading of a plate be...  
LM         | 161        | 1131       | the effect of axial constraint on the instability of thin    | can increasing the edge loading of a plate be...  
LM         | 161        | 1387       | the buckling of a square panel under shear, when one pair    | can increasing the edge loading of a plate be...  
LM         | 161        | 642        | the buckling strength of a uniform circular cylinder loade   | can increasing the edge loading of a plate be...  
LM         | 161        | 245        | the ground effect on the jet flap in two dimensions .        | can increasing the edge loading of a plate be...  
LM         | 161        | 1020       | note on creep buckling of columns .                          | can increasing the edge loading of a plate be...  
LM         | 161        | 744        | lower buckling load in the non-linear buckling theory of t   | can increasing the edge loading of a plate be...  
LM         | 161        | 742        | post-buckling behaviour of axially compressed circular cyl   | can increasing the edge loading of a plate be...  
LM         | 161        | 1071       | stability of thin torispherical shells under uniform inter   | can increasing the edge loading of a plate be...  
LM         | 161        | 1013       | principles of creep buckling weight-strength analysis .      | can increasing the edge loading of a plate be...  
VSM        | 163        | 894        | flutter of a two dimensional simply supported buckled pane   | have the effects of an elastic edge restraint...  
VSM        | 163        | 658        | review of panel flutter and effects of aerodynamic noise p   | have the effects of an elastic edge restraint...  
VSM        | 163        | 948        | panel flutter tests on full scale x-15 lower vertical stab   | have the effects of an elastic edge restraint...  
VSM        | 163        | 856        | some experimental studies of panel flutter at mach 1 .3.     | have the effects of an elastic edge restraint...  
VSM        | 163        | 391        | flutter of rectangular simply supported panels at high sup   | have the effects of an elastic edge restraint...  
VSM        | 163        | 766        | experimental investigation at mach number of 3. 0 of effec   | have the effects of an elastic edge restraint...  
VSM        | 163        | 858        | experimental investigation at mach numbers 3. 0 of the eff   | have the effects of an elastic edge restraint...  
VSM        | 163        | 390        | some panel-flutter studies using piston theory .             | have the effects of an elastic edge restraint...  
VSM        | 163        | 627        | flutter analysis of circular panels .                        | have the effects of an elastic edge restraint...  
VSM        | 163        | 857        | experimental studies of flutter of buckled rectangular pan   | have the effects of an elastic edge restraint...  
LM         | 163        | 894        | flutter of a two dimensional simply supported buckled pane   | have the effects of an elastic edge restraint...  
LM         | 163        | 739        | the buckling of thin cylindrical shells under axial compre   | have the effects of an elastic edge restraint...  
LM         | 163        | 658        | review of panel flutter and effects of aerodynamic noise p   | have the effects of an elastic edge restraint...  
LM         | 163        | 390        | some panel-flutter studies using piston theory .             | have the effects of an elastic edge restraint...  
LM         | 163        | 627        | flutter analysis of circular panels .                        | have the effects of an elastic edge restraint...  
LM         | 163        | 857        | experimental studies of flutter of buckled rectangular pan   | have the effects of an elastic edge restraint...  
LM         | 163        | 46         | some comments on the inversion of certain large matrices .   | have the effects of an elastic edge restraint...  
LM         | 163        | 392        | natural frequencies of rectangular plates with edges elast   | have the effects of an elastic edge restraint...  
LM         | 163        | 1008       | free-flight measurements of the static and dynamic .         | have the effects of an elastic edge restraint...  
LM         | 163        | 285        | on the flutter of panels at high mach numbers .              | have the effects of an elastic edge restraint...  
VSM        | 164        | 641        | reduction of the clamped plate to two membrane problems wi   | has the solution of the clamped plate problem...  
VSM        | 164        | 730        | on the bending of a clamped plate .                          | has the solution of the clamped plate problem...  
VSM        | 164        | 733        | the bending of a sectorial plate .                           | has the solution of the clamped plate problem...  
VSM        | 164        | 736        | the bending of a wedge shaped plate .                        | has the solution of the clamped plate problem...  
VSM        | 164        | 840        | analysis of partly wrinkled membrane .                       | has the solution of the clamped plate problem...  
VSM        | 164        | 735        | the bending of uniformly loaded sectorial plates with clam   | has the solution of the clamped plate problem...  
VSM        | 164        | 422        | bending of a square plate with two adjacent edges free and   | has the solution of the clamped plate problem...  
VSM        | 164        | 854        | boundary-value problems of the thin-walled circular cylind   | has the solution of the clamped plate problem...  
VSM        | 164        | 955        | the membrane approach to bending instability of pressureiz   | has the solution of the clamped plate problem...  
VSM        | 164        | 734        | the bending of uniformly loaded clamped plate in the form    | has the solution of the clamped plate problem...  
LM         | 164        | 641        | reduction of the clamped plate to two membrane problems wi   | has the solution of the clamped plate problem...  
LM         | 164        | 730        | on the bending of a clamped plate .                          | has the solution of the clamped plate problem...  
LM         | 164        | 734        | the bending of uniformly loaded clamped plate in the form    | has the solution of the clamped plate problem...  
LM         | 164        | 422        | bending of a square plate with two adjacent edges free and   | has the solution of the clamped plate problem...  
LM         | 164        | 131        | two-dimensional jet mixing of a compressible fluid .         | has the solution of the clamped plate problem...  
LM         | 164        | 733        | the bending of a sectorial plate .                           | has the solution of the clamped plate problem...  
LM         | 164        | 736        | the bending of a wedge shaped plate .                        | has the solution of the clamped plate problem...  
LM         | 164        | 700        | two and three-dimensional unsteady lift problems in high s   | has the solution of the clamped plate problem...  
LM         | 164        | 735        | the bending of uniformly loaded sectorial plates with clam   | has the solution of the clamped plate problem...  
LM         | 164        | 854        | boundary-value problems of the thin-walled circular cylind   | has the solution of the clamped plate problem...  
VSM        | 165        | 748        | subsonic aerodynamic flutter derivatives for wings and con   | what data exists on oscillatory aerodynamic f...  
VSM        | 165        | 716        | study of the oscillatory motion of manned vehicles enterin   | what data exists on oscillatory aerodynamic f...  
VSM        | 165        | 1272       | oscillatory aerodynamic coefficients for a unified superso   | what data exists on oscillatory aerodynamic f...  
VSM        | 165        | 503        | theoretical prediction of the transonic characteristics of   | what data exists on oscillatory aerodynamic f...  
VSM        | 165        | 638        | longitudinal aerodynamic characteristics at low subsonic s   | what data exists on oscillatory aerodynamic f...  
VSM        | 165        | 801        | experimental study of the equivalence of transonic flow ab   | what data exists on oscillatory aerodynamic f...  
VSM        | 165        | 312        | chordwise pressure distributions over several naca 16 seri   | what data exists on oscillatory aerodynamic f...  
VSM        | 165        | 594        | wind tunnel techniques for the measurements of oscillatory   | what data exists on oscillatory aerodynamic f...  
VSM        | 165        | 368        | some problems of polar missile control .                     | what data exists on oscillatory aerodynamic f...  
VSM        | 165        | 704        | a systematic kernel function procedure for determining aer   | what data exists on oscillatory aerodynamic f...  
LM         | 165        | 704        | a systematic kernel function procedure for determining aer   | what data exists on oscillatory aerodynamic f...  
LM         | 165        | 748        | subsonic aerodynamic flutter derivatives for wings and con   | what data exists on oscillatory aerodynamic f...  
LM         | 165        | 685        | aerodynamic effects of some configuration variables on the   | what data exists on oscillatory aerodynamic f...  
LM         | 165        | 708        | aerodynamic characteristics of two winged reentry vehicles   | what data exists on oscillatory aerodynamic f...  
LM         | 165        | 755        | oscillatory derivative measurements on sting-mounted wind    | what data exists on oscillatory aerodynamic f...  
LM         | 165        | 265        | some instabilities arising from the interaction between sh   | what data exists on oscillatory aerodynamic f...  
LM         | 165        | 1328       | the production of aerodynamic forces by heat addition on e   | what data exists on oscillatory aerodynamic f...  
LM         | 165        | 815        | investigation of several blunt bodies to determine trans-    | what data exists on oscillatory aerodynamic f...  
LM         | 165        | 1272       | oscillatory aerodynamic coefficients for a unified superso   | what data exists on oscillatory aerodynamic f...  
LM         | 165        | 14         | piston theory - a new aerodynamic tool for the aeroelastic   | what data exists on oscillatory aerodynamic f...  
VSM        | 167        | 895        | the airforces on the low aspect ratio rectangular wing osc   | it is not likely that the airforces on a wing...  
VSM        | 167        | 918        | on the low aspect ratio oscillating rectangular wing in su   | it is not likely that the airforces on a wing...  
VSM        | 167        | 1290       | measured and calculated subsonic and transonic flutter cha   | it is not likely that the airforces on a wing...  
VSM        | 167        | 757        | an investigation of the flow about a plane half-wing of cr   | it is not likely that the airforces on a wing...  
VSM        | 167        | 794        | experiments with a tapered swept-back wing of warren 12 pl   | it is not likely that the airforces on a wing...  
VSM        | 167        | 685        | aerodynamic effects of some configuration variables on the   | it is not likely that the airforces on a wing...  
